hostid,host,class,HST_1,HST_2,HST_3,HST_4,HST_5,HST_6
5274,www.chem.ed.ac.uk,nonspam,117,7,4.914529915,0.128205128,0.0729695,1.663461538
5276,www.chem.leeds.ac.uk,nonspam,48,6,5.666666667,1.083333333,0.0513692,1.338912134
5277,www.chem.ox.ac.uk,nonspam,794,8,5.324937028,0.070528967,0.202704,2.375591296
5278,www.chem.qmul.ac.uk,nonspam,143,3,4.482517483,0.230769231,0.055919,1.742222222
5279,www.chem.qmw.ac.uk,nonspam,19,2,3.736842105,0.052631579,0.250883,0.810810811
5280,www.chem.rdg.ac.uk,nonspam,160,7,5.8,0.08125,0.09788,1.925663717
5281,www.chem.soton.ac.uk,nonspam,78,7,5.41025641,0.025641026,0.0795026,1.618122977
5282,www.chem.strath.ac.uk,nonspam,179,9,5.474860335,0.245810056,0.182224,1.941373534
5283,www.chem.ucl.ac.uk,nonspam,288,2,5.826388889,0.427083333,0.13575,2.127705628
5284,www.chemeng.ed.ac.uk,nonspam,191,6,4.858638743,0,0.0976226,2.115311909
5285,www.chemguide.co.uk,nonspam,528,9,5.083333333,0.075757576,0.31202,2.347953216
5287,www.chemistry.bangor.ac.uk,nonspam,400,5,5.255,0.1225,0.186579,2.083263947
5288,www.cheng.cam.ac.uk,nonspam,115,4,6.104347826,0.052173913,0.128102,1.791666667
5290,www.cheshire.gov.uk,nonspam,364,8,5.054945055,0.870879121,0.0682442,2.148148148
5291,www.cheshire.mmu.ac.uk,nonspam,40,11,5.125,0.375,0.0424782,1.338797814
5292,www.chest.ac.uk,nonspam,22,3,4.272727273,0.045454545,0.303226,0.991452991
5294,www.chester.ac.uk,nonspam,265,10,6.128301887,0.396226415,0.125999,2.222352941
5296,www.chestercc.gov.uk,nonspam,10,2,5,0.1,0.333333,0.697674419
5298,www.chi.nhs.uk,nonspam,103,5,5.398058252,0.310679612,0.215004,1.872159091
5300,www.chichester.gov.uk,nonspam,190,3,5.436842105,1.115789474,0.0294503,1.947452229
5301,www.childcarelink.gov.uk,nonspam,10,2,4.6,0.1,0.280488,0.7
5302,www.childline.org.uk,nonspam,557,2,4.745062837,0,0.166688,2.312138728
5305,www.chillisauce.co.uk,nonspam,268,0,4.936567164,0.656716418,0.0451983,2.266381766
5309,www.chilternmills.co.uk,nonspam,300,23,5.21,1.026666667,0.0491046,2.047252747
5310,www.chime.ucl.ac.uk,nonspam,1008,1,5.134920635,0.173611111,0.237977,2.551155116
5311,www.chinaetc.co.uk,nonspam,473,15,5.221987315,0.289640592,0.0887659,2.760787992
5314,www.chiuni.ac.uk,nonspam,144,5,6.25,0.548611111,0.112346,1.787671233
5315,www.chm.bris.ac.uk,nonspam,316,8,5.098101266,0.231012658,0.102351,2.153072626
5318,www.chorley.gov.uk,nonspam,458,5,4.419213974,0.161572052,0.104255,2.214094558
5320,www.christadelphian.org.uk,nonspam,637,4,5.128728414,0.390894819,0.315043,2.602666667
5322,www.christianaid.org.uk,nonspam,185,2,4.713513514,1.027027027,0.0826854,1.939449541
5327,www.christmas-holiday-breaks.co.uk,nonspam,253,7,4.964426877,0,0.349666,2.235555556
5331,www.christs.cam.ac.uk,nonspam,231,2,5.346320346,0.186147186,0.355293,1.891612903
5332,www.chs.med.ed.ac.uk,nonspam,294,4,5.455782313,0.057823129,0.0960249,2.144632768
5333,www.chstm.man.ac.uk,nonspam,354,18,5.203389831,0.084745763,0.199545,2.247697032
5335,www.churchinwales.org.uk,nonspam,11,9,4.727272727,2.363636364,0.0231317,0.7
5336,www.churchmousewebsite.co.uk,nonspam,22,1,6.681818182,0.045454545,0.156716,1.207142857
5338,www.chycor.co.uk,nonspam,462,10,5.642857143,0.201298701,0.115466,2.715929204
5340,www.ciao.co.uk,nonspam,379,7,4.828496042,0.741424802,0.127517,2.032198712
5341,www.cilip.org.uk,nonspam,10,2,4.6,0.1,0.335766,0.7
5342,www.cilt.org.uk,nonspam,211,6,5.781990521,0.701421801,0.094274,1.984743412
5344,www.cimr.cam.ac.uk,nonspam,89,5,5.820224719,0.258426966,0.0579354,1.75433526
5345,www.cimt.plymouth.ac.uk,nonspam,1125,6,5.214222222,0.056,0.414558,3.11403118
5346,www.cineworld.co.uk,nonspam,22,2,3.727272727,0.045454545,0.259494,0.866666667
5347,www.ciob.org.uk,nonspam,10,2,5,0.1,0.328947,0.697674419
5348,www.cipd.co.uk,nonspam,6,2,4.666666667,0,0.212121,0.523076923
5349,www.cipfa.org.uk,nonspam,244,10,5.778688525,0.426229508,0.0697364,1.932242991
5350,www.cipfascotland.org.uk,nonspam,234,5,5.547008547,0.277777778,0.0974987,2.002614379
5352,www.cis.rl.ac.uk,nonspam,152,4,4.993421053,0.440789474,0.142965,1.705992509
5353,www.cis.strath.ac.uk,nonspam,276,0,5.742753623,0.115942029,0.0628719,2.210213777
5354,www.citb.co.uk,nonspam,10,2,4.6,0,0.373984,0.7
5357,www.citroen.co.uk,nonspam,1960,1,5.015306122,0.004081633,0.320561,5.785083415
5360,www.city.ac.uk,nonspam,224,10,5.299107143,0.169642857,0.1688,1.886363636
5362,www.citynetguide.co.uk,nonspam,325,2,5.301538462,0,0.149943,2.135557873
5363,www.cityoflondon.gov.uk,nonspam,6,2,4.666666667,0,0.21374,0.523076923
5364,www.cityofworcester.gov.uk,nonspam,500,1,5.538,0.102,0.112855,2.223809524
5366,www.cityvisitor.co.uk,nonspam,10,3,5.8,0.1,0.227451,0.747252747
5367,www.citywire.co.uk,nonspam,6,2,4.666666667,0,0.208955,0.523076923
5368,www.civilservice.gov.uk,nonspam,284,5,5.799295775,0.049295775,0.0993965,2.115005476
5371,www.cjemicros.co.uk,nonspam,374,4,4.903743316,0.171122995,0.110342,2.158357771
5372,www.cjsonline.gov.uk,nonspam,198,10,4.924242424,0.287878788,0.119617,2.029411765
5373,www.cl.cam.ac.uk,nonspam,139,5,6.158273381,0.115107914,0.102454,2.01010101
5374,www.cla.co.uk,nonspam,312,3,5.08974359,0.169871795,0.141256,2.201622248
5375,www.clacksweb.org.uk,nonspam,355,5,5.301408451,0.946478873,0.120734,2.050412466
5376,www.clah.mvm.ed.ac.uk,nonspam,290,1,5.413793103,0.075862069,0.204267,2.431372549
5377,www.clanfork.co.uk,nonspam,21,8,5.285714286,0.333333333,0.0342487,1.081967213
5380,www.classic.co.uk,nonspam,222,11,4.954954955,0.382882883,0.107875,2.307155323
5381,www.classicmotor.co.uk,nonspam,397,19,4.697732997,0.075566751,0.259172,2.160458453
5382,www.classics.cam.ac.uk,nonspam,158,3,5.550632911,1.316455696,0.114626,2.045454545
5383,www.classics.ox.ac.uk,nonspam,327,6,5.174311927,0.06116208,0.180963,2.125263158
5385,www.cleaford.co.uk,nonspam,919,0,5.109902067,0.088139282,0.139716,2.5270027
5387,www.cleo.net.uk,nonspam,235,4,5.09787234,0.655319149,0.0934186,2.050071531
5393,www.clickdocs.co.uk,nonspam,346,3,5.398843931,0.002890173,0.0675099,2.200795229
5395,www.clickmusic.co.uk,nonspam,21,3,4.666666667,0.047619048,0.319218,0.952
5398,www.clickwebexpress.co.uk,nonspam,547,3,5.009140768,0.254113346,0.13807,2.229986431
5399,www.clieuk.co.uk,nonspam,2483,6,4.524768425,0.233185663,0.244617,2.566030677
5400,www.clik2complaints.co.uk,nonspam,310,10,5.061290323,0.358064516,0.0833289,2.120767494
5403,www.clothing-shop.co.uk,nonspam,490,10,4.281632653,0,0.111596,3.251256281
5404,www.clrc.ac.uk,nonspam,203,4,5.433497537,0.571428571,0.116461,1.865714286
5405,www.cls.ioe.ac.uk,nonspam,550,4,5.154545455,0.163636364,0.113564,2.966695881
5406,www.clsdirect.org.uk,nonspam,46,4,4.586956522,0,0.181116,1.317948718
5407,www.clt.soton.ac.uk,nonspam,404,10,4.95049505,0.165841584,0.176211,2.083188908
5410,www.clwydfhs.org.uk,nonspam,195,2,5.205128205,0.051282051,0.117914,2.043918919
5412,www.cme.rdg.ac.uk,nonspam,434,2,5.092165899,0.186635945,0.082874,2.255972696
5415,www.cml-webdesign.co.uk,nonspam,346,10,4.921965318,0.115606936,0.0736241,2.116735537
5419,www.cms.bedford.gov.uk,nonspam,526,2,4.97338403,0.292775665,0.142795,2.22363765
5420,www.cms.gre.ac.uk,nonspam,1074,8,5.225325885,0.186219739,0.232564,2.643732701
5421,www.cms.livjm.ac.uk,nonspam,60,3,6.466666667,0.55,0.0782258,1.635036496
5422,www.cmwgroup.co.uk,nonspam,434,9,4.387096774,0.006912442,0.187254,2.085637823
5423,www.cne-siar.gov.uk,nonspam,112,8,5.482142857,0.258928571,0.0797299,1.712264151
5424,www.cnetwork.co.uk,nonspam,88,8,4.818181818,0.511363636,0.0576087,1.450424929
5428,www.cnvill.demon.co.uk,nonspam,120,3,4.666666667,0.141666667,0.189766,1.789473684
5429,www.co-operativebank.co.uk,nonspam,4,4,6.75,0,0.0566038,0.46969697
5433,www.codehot.co.uk,nonspam,492,28,4.81097561,0.215447154,0.0697304,2.128816083
5436,www.cofrestrfatir.gov.uk,nonspam,342,22,4.85380117,0.269005848,0.107042,1.976307996
5437,www.cogs.sussex.ac.uk,nonspam,23,2,3.913043478,0.043478261,0.28481,0.904
5441,www.cogsci.soton.ac.uk,nonspam,23,2,3.652173913,0.043478261,0.270096,0.87704918
5442,www.coi.gov.uk,nonspam,319,4,5.432601881,0.203761755,0.212952,2.164556962
5443,www.colc.co.uk,nonspam,443,3,4.952595937,0.336343115,0.181427,2.348174533
5445,www.collectbritain.co.uk,nonspam,194,7,5.154639175,0.701030928,0.0989903,1.925806452
5449,www.columbusguides.co.uk,nonspam,262,0,5.492366412,0.06870229,0.048066,2.323770492
5451,www.comcar.co.uk,nonspam,235,7,4.10212766,0.14893617,0.0795905,1.955954323
5452,www.comebuycars.co.uk,nonspam,444,14,4.614864865,0.164414414,0.141457,2.358561968
5456,www.comlab.ox.ac.uk,nonspam,10,3,5.8,0.1,0.248927,0.747252747
5459,www.communicate.warwick.ac.uk,nonspam,21,2,4.047619048,0.047619048,0.269841,0.883333333
5462,www.communitiesscotland.gov.uk,nonspam,22,2,6.090909091,0.090909091,0.0411548,1.155555556
5463,www.community-fund.org.uk,nonspam,315,3,4.949206349,0.126984127,0.0831777,2.20990566
5469,www.compactlaw.co.uk,nonspam,399,29,5.493734336,0.686716792,0.0970599,2.555226824
5470,www.companieshouse.gov.uk,nonspam,343,2,5.93877551,0.023323615,0.0899735,2.201665125
5471,www.company-wizard.co.uk,nonspam,513,15,5.582846004,0.528265107,0.124311,2.548679245
5474,www.comparestoreprices.co.uk,nonspam,1609,13,5.746426352,1.020509633,0.202213,2.559537845
5475,www.comparisonhq.co.uk,nonspam,221,9,5.755656109,2.687782805,0.0591821,1.926451613
5476,www.compbio.dundee.ac.uk,nonspam,1248,12,6.538461538,0.378205128,0.133705,5.372929754
5477,www.competition-commission.org.uk,nonspam,422,2,5.552132701,0.073459716,0.135012,2.379518072
5478,www.completeoutdoors.co.uk,nonspam,609,11,5.765188834,0.471264368,0.0964905,2.127000516
5479,www.compman.co.uk,nonspam,483,16,4.964803313,0.842650104,0.0813571,2.245518316
5480,www.composer.co.uk,nonspam,147,9,5.523809524,0.006802721,0.159435,1.70035461
5482,www.compsoc.man.ac.uk,nonspam,402,10,4.791044776,0.218905473,0.251699,2.173669468
5489,www.computeractive.co.uk,nonspam,1024,6,4.766601563,0.397460938,0.0978156,2.303940694
5490,www.computerarts.co.uk,nonspam,856,4,5.005841121,0.543224299,0.145097,2.308486753
5491,www.computercontractor.co.uk,nonspam,23,3,4.826086957,0.043478261,0.330357,1
5495,www.computershopper.co.uk,nonspam,8,8,6.5,0,0.0400925,0.705882353
5498,www.computing.co.uk,nonspam,1238,10,4.955573506,0.306946688,0.122648,2.413420622
5499,www.computing.dundee.ac.uk,nonspam,95,0,5.652631579,0.231578947,0.14076,1.663157895
5501,www.computing.surrey.ac.uk,nonspam,14,4,5.928571429,0.142857143,0.200969,0.96039604
5507,www.conceptcar.co.uk,nonspam,491,13,5.639511202,0.515274949,0.0841565,2.360608255
5508,www.conference.manchester.ac.uk,nonspam,456,9,5.377192982,0.25,0.151987,2.407284768
5509,www.confetti.co.uk,nonspam,751,7,5.295605859,0.645805593,0.0634311,2.386673397
5511,www.congleton.gov.uk,nonspam,466,5,5.143776824,12.21888412,0.0896008,2.325751422
5512,www.connect.org.uk,nonspam,315,12,5.349206349,0.171428571,0.133539,2.275312856
5514,www.connectingforhealth.nhs.uk,nonspam,493,12,5.54158215,0.456389452,0.0877582,2.366104182
5515,www.connects.org.uk,nonspam,8,8,6.5,0,0.0961183,0.697674419
5516,www.connexions.co.uk,nonspam,432,17,5.456018519,0.180555556,0.0689968,2.333891213
5517,www.connexions.gov.uk,nonspam,203,2,4.620689655,0.517241379,0.121771,2.041144902
5523,www.consolesandgames.co.uk,nonspam,175,10,4.702857143,0.64,0.0729287,1.919230769
5526,www.consult-eco.ndirect.co.uk,nonspam,277,6,5.541516245,1.415162455,0.0684962,2.226044226
5529,www.consumerdirect.gov.uk,nonspam,285,2,4.835087719,0.494736842,0.0656034,1.929234339
5531,www.cont-ed.cam.ac.uk,nonspam,87,7,6.252873563,0.229885057,0.0565077,1.929663609
5532,www.conted.ox.ac.uk,nonspam,192,7,5.5,0.182291667,0.112269,1.873873874
5533,www.content.modern.nhs.uk,nonspam,10,2,4.6,0.1,0.282209,0.7
5535,www.conwy.gov.uk,nonspam,260,13,4.053846154,0.007692308,0.103475,2.402193784
5537,www.coolbreeze.co.uk,nonspam,93,13,5.806451613,0.344086022,0.0399586,1.665789474
5541,www.copac.ac.uk,nonspam,181,6,4.895027624,0.093922652,0.136771,1.979591837
5542,www.corby.gov.uk,nonspam,10,2,4.6,0.1,0.277108,0.7
5543,www.corinthian-casualsyouthfc.co.uk,nonspam,28,3,5.142857143,0,0.143569,1.146666667
5545,www.cornish-links.co.uk,nonspam,671,10,5.013412817,0.02533532,0.0975581,2.642436149
5547,www.cornishlight.co.uk,nonspam,264,10,5.628787879,0.378787879,0.242059,2.266839378
5548,www.cornwall-online.co.uk,nonspam,792,0,5.481060606,0.342171717,0.158096,3.26734564
5549,www.cornwall.ac.uk,nonspam,2,2,7.5,0,0.0119142,0.303571429
5551,www.cornwallorganicpartnership.co.uk,nonspam,79,12,5.721518987,0.455696203,0.186546,1.952205882
5552,www.cornwallwildlifetrust.org.uk,nonspam,416,3,5.074519231,0.439903846,0.11117,2.210848644
5556,www.corporate.hull.ac.uk,nonspam,385,7,5.709090909,0,0.270323,2.483653846
5558,www.corpreports.co.uk,nonspam,128,7,4.7109375,0.6015625,0.0515605,1.879177378
5559,www.corpus.cam.ac.uk,nonspam,362,3,4.640883978,0.223756906,0.171201,2.135983264
5561,www.corushotels.co.uk,nonspam,301,10,5.877076412,0.202657807,0.0484604,2.120901639
5563,www.cosmicelk.co.uk,nonspam,8,2,4.375,0.125,0.0784753,0.651515152
5564,www.cosmos.co.uk,nonspam,858,13,4.005827506,0.273892774,0.0533315,2.772756617
5565,www.costacruises.co.uk,nonspam,10,2,5,0.1,0.289017,0.697674419
5570,www.cottageguide.co.uk,nonspam,645,8,5.829457364,0.151937984,0.170917,2.583577713
5571,www.council-right-to-buy-mortgages.co.uk,nonspam,489,8,3.885480573,0.194274029,0.1348,2.30821256
5574,www.countrylanes.co.uk,nonspam,387,18,5.444444444,0.087855297,0.393391,2.869965478
5575,www.countrylife.co.uk,nonspam,10,3,5.8,0.1,0.238683,0.747252747
5576,www.countryside.gov.uk,nonspam,308,3,5.152597403,0.357142857,0.0682199,2.208624709
5577,www.countryside.wales.gov.uk,nonspam,468,0,5.367521368,0.378205128,0.0798601,2.665474061
5580,www.courses.hull.ac.uk,nonspam,385,7,5.709090909,0,0.270323,2.483653846
5581,www.courseworkbank.co.uk,nonspam,367,1,5.25613079,0.427792916,0.146614,2.490238612
5582,www.courtauld.ac.uk,nonspam,335,4,4.832835821,0.125373134,0.070931,2.140197152
5583,www.courtservice.gov.uk,nonspam,20,2,4,0.1,0.224719,0.847457627
5584,www.courtsni.gov.uk,nonspam,10,2,5,0.1,0.37037,0.697674419
5586,www.coventry.ac.uk,nonspam,252,4,5.746031746,0.111111111,0.100611,2.132998745
5587,www.coventry.gov.uk,nonspam,5,0,3.6,0.2,0.138462,0.370967742
5588,www.coventry.org.uk,nonspam,17,6,4.235294118,0.588235294,0.059652,0.89
5590,www.cpa.ed.ac.uk,nonspam,511,4,5.614481409,0.954990215,0.113696,2.316655243
5591,www.cpat.demon.co.uk,nonspam,37,0,4.972972973,0.027027027,0.316695,1.453947368
5593,www.cpm.mmu.ac.uk,nonspam,8,2,4.5,0.125,0.181818,0.556962025
5595,www.cpre.org.uk,nonspam,450,8,4.944444444,0.271111111,0.0335733,2.268871925
5596,www.cps.gov.uk,nonspam,346,21,5.335260116,0.182080925,0.168661,2.155358899
5597,www.cpt.dur.ac.uk,nonspam,24,6,6.625,2.083333333,0.0218677,1.089285714
5598,www.crac.org.uk,nonspam,83,7,4.638554217,0,0.0675439,2
5605,www.crafts-unlimited.co.uk,nonspam,142,14,5.302816901,0.154929577,0.0617872,1.916488223
5606,www.craftscouncil.org.uk,nonspam,408,2,5.303921569,0.477941176,0.13015,2.473076923
5608,www.cranfield.ac.uk,nonspam,332,9,5.635542169,0.072289157,0.13802,2.179030663
5609,www.crashonline.org.uk,nonspam,370,5,4.032432432,0.151351351,0.100161,2.008629989
5610,www.crassh.cam.ac.uk,nonspam,220,11,5.409090909,2.081818182,0.150063,2.031700288
5611,www.cravendc.gov.uk,nonspam,10,2,5,0.1,0.314465,0.697674419
5612,www.cre.gov.uk,nonspam,1031,7,5.656644035,0.664403492,0.185537,2.552249907
5613,www.creativewatch.co.uk,nonspam,565,12,5.021238938,0.304424779,0.200183,2.308005427
5622,www.cressbrook.co.uk,nonspam,495,19,5.593939394,0.206060606,0.117955,2.251034483
5623,www.crewe-nantwich.gov.uk,nonspam,661,8,5.317700454,0.071104387,0.170127,2.239142091
5625,www.cric.ac.uk,nonspam,10,2,5,0.1,0.347222,0.697674419
5626,www.crick.northants.sch.uk,nonspam,9,6,5.333333333,1.777777778,0.015454,0.655172414
5628,www.crimereduction.gov.uk,nonspam,429,13,5.258741259,0.177156177,0.107163,2.246861925
5629,www.crimestatistics.org.uk,nonspam,10,2,4.6,0.1,0.328571,0.7
5632,www.crock11.freeserve.co.uk,nonspam,499,4,4.931863727,0.124248497,0.364269,2.132564841
5633,www.crocus.co.uk,nonspam,726,11,4.929752066,0.902203857,0.0848607,2.761385504
5637,www.croydon.gov.uk,nonspam,448,0,5.526785714,0,0.0941481,2.305993691
5639,www.cru.uea.ac.uk,nonspam,171,3,5.269005848,0.760233918,0.0933099,1.726247987
5641,www.cruisedirect.co.uk,nonspam,5748,0,5.354906054,0.005567154,0.356762,8.46339203
5642,www.cruiseline.co.uk,nonspam,2767,14,5.216841344,0.025659559,0.119751,3.712928988
5643,www.crusader-holidays.co.uk,nonspam,627,9,5.111642743,0.207336523,0.278647,2.689122807
5644,www.cryst.bbk.ac.uk,nonspam,135,6,5.548148148,0.111111111,0.123353,1.785858586
5645,www.crystallakes.co.uk,nonspam,594,5,5.053872054,0.077441077,0.0647387,2.21701603
5646,www.crystalski.co.uk,nonspam,1262,5,4.704437401,0.279714739,0.11464,2.647664583
5647,www.cs.aston.ac.uk,nonspam,308,4,5.49025974,0.409090909,0.209282,2.253664036
5651,www.cs.cf.ac.uk,nonspam,188,3,5.595744681,3.579787234,0.171029,2.137931034
5654,www.cs.le.ac.uk,nonspam,375,6,5.346666667,0.344,0.205346,2.179487179
5659,www.cs.nott.ac.uk,nonspam,23,3,4.130434783,0.043478261,0.305466,0.983333333
5661,www.cs.rdg.ac.uk,nonspam,455,9,6,0.703296703,0.174307,2.606382979
5662,www.cs.reading.ac.uk,nonspam,455,9,6,0.703296703,0.174307,2.606382979
5666,www.cs.strath.ac.uk,nonspam,23,3,4.217391304,0.043478261,0.312903,1.008403361
5669,www.cs.ukc.ac.uk,nonspam,23,3,4.130434783,0.086956522,0.271429,1
5671,www.csa1.co.uk,nonspam,573,1,5.820244328,0.15008726,0.173094,2.562622951
5673,www.csar.cfs.ac.uk,nonspam,291,2,5.518900344,0.237113402,0.185643,2.026709402
5677,www.cse.clrc.ac.uk,nonspam,226,6,6.345132743,0.048672566,0.0767296,2.05955335
5678,www.cse.dl.ac.uk,nonspam,29,3,3.689655172,0.034482759,0.312865,1.007407407
5680,www.cse.salford.ac.uk,nonspam,510,10,5.301960784,0.509803922,0.193835,2.260196906
5682,www.csm.arts.ac.uk,nonspam,297,8,5.377104377,0.138047138,0.182891,2.431322208
5684,www.csp.org.uk,nonspam,293,2,5.249146758,0.174061433,0.0527164,2.134032634
5685,www.csr.city.ac.uk,nonspam,207,4,5.637681159,0.149758454,0.228331,2.053811659
5686,www.csr.ncl.ac.uk,nonspam,204,10,5.715686275,0.416666667,0.151134,2.178060413
5687,www.cssplay.co.uk,nonspam,617,12,4.510534846,0.246353323,0.220122,2.256138023
5688,www.cst.ed.ac.uk,nonspam,364,5,5.013736264,0.046703297,0.168311,2.242827869
5690,www.cstr.ed.ac.uk,nonspam,155,3,5.748387097,0.419354839,0.185239,1.944237918
5691,www.csv.org.uk,nonspam,705,3,5.373049645,0.209929078,0.0984126,2.508654383
5692,www.csv.warwick.ac.uk,nonspam,22,3,4.363636364,0.045454545,0.313725,0.967213115
5693,www.ctc.org.uk,nonspam,266,2,4.65037594,0.360902256,0.0341449,1.874064838
5696,www.culham.ac.uk,nonspam,298,4,5.473154362,2.872483221,0.146831,2.296428571
5697,www.culturalbreaks.co.uk,nonspam,177,4,5.762711864,0.011299435,0.125926,1.844375963
5698,www.culturalmodes.norfolk.gov.uk,nonspam,185,11,5.518918919,0.075675676,0.257308,2.153571429
5699,www.culture.gov.uk,nonspam,324,6,5.277777778,0.339506173,0.0452788,1.955769231
5700,www.culture.ulster.ac.uk,nonspam,407,5,5.228501229,0.076167076,0.127578,2.444551591
5701,www.cultureonline.gov.uk,nonspam,244,2,5.340163934,0.18442623,0.121901,1.968193384
5702,www.cumbria.gov.uk,nonspam,327,9,5.49235474,0.47706422,0.104461,2.110337972
5703,www.cumbriacc.gov.uk,nonspam,324,9,5.481481481,0.475308642,0.103172,2.119071645
5704,www.cumbrian-cottages.co.uk,nonspam,517,11,5.147001934,0.620889749,0.165064,2.296242775
5705,www.cup.cam.ac.uk,nonspam,124,3,5.572580645,0.225806452,0.197147,1.803097345
5706,www.cure.group.cam.ac.uk,nonspam,173,4,6.312138728,0.473988439,0.191009,1.910876133
5707,www.curl.ac.uk,nonspam,263,10,5.52851711,0.182509506,0.0973682,2.088807786
5709,www.currency-exchange-discount-travel.co.uk,nonspam,241,17,5.692946058,0.074688797,0.173495,2.627035831
5710,www.currentstudents.arts.manchester.ac.uk,nonspam,303,4,5.405940594,0.066006601,0.223039,2.36996337
5711,www.curriculumonline.gov.uk,nonspam,10,2,4.6,0,0.373984,0.7
5713,www.cus.cam.ac.uk,nonspam,139,3,5.143884892,0.129496403,0.125571,1.986046512
5714,www.custom-t-shirts.cheapcat.co.uk,nonspam,320,4,5.7375,0.140625,0.0621783,1.974358974
5718,www.cusu.cam.ac.uk,nonspam,430,5,5.262790698,0.360465116,0.29447,2.313573883
5720,www.cvision.co.uk,nonspam,566,7,4.93639576,0.012367491,0.31183,2.450765864
5722,www.cwjobs.co.uk,nonspam,402,12,5.149253731,0.509950249,0.0549903,2.014669927
5723,www.cwn.org.uk,nonspam,684,8,5.057017544,0.083333333,0.220515,2.13446677
5724,www.cwrightandco.co.uk,nonspam,658,10,5.328267477,0.156534954,0.165268,2.496402878
5725,www.cyber.rdg.ac.uk,nonspam,412,8,6.077669903,0.764563107,0.16076,2.53125
5726,www.cyber.reading.ac.uk,nonspam,412,8,6.077669903,0.764563107,0.16076,2.53125
5727,www.cybervillage.co.uk,nonspam,76,1,5.5,0.263157895,0.13567,1.646666667
5728,www.cymru.ac.uk,nonspam,14,7,6.214285714,0.142857143,0.0271366,0.87826087
5733,www.dai.ed.ac.uk,nonspam,10,3,5.8,0.1,0.252174,0.747252747
5734,www.daice.stir.ac.uk,nonspam,354,8,5.451977401,0.138418079,0.322419,2.185645933
5735,www.dailyinfo.co.uk,nonspam,624,8,5.092948718,0.408653846,0.185479,2.223391813
5737,www.dailyrecord.co.uk,nonspam,1169,3,5.710863986,0.73396065,0.136231,2.829065994
5739,www.damtp.cam.ac.uk,nonspam,95,11,5.852631579,0.168421053,0.0620744,1.838983051
5743,www.dar.cam.ac.uk,nonspam,290,0,5.024137931,0.189655172,0.105656,2.057714959
5745,www.dardni.gov.uk,nonspam,268,7,5.526119403,0.074626866,0.125264,2.050410317
5746,www.darlington.gov.uk,nonspam,6,2,4.666666667,0,0.21374,0.523076923
5747,www.dartford.gov.uk,nonspam,726,4,5.451790634,0.115702479,0.156945,2.537378115
5748,www.dartington.ac.uk,nonspam,309,4,5.103559871,0.313915858,0.163674,2.06345733
5749,www.dashmount.co.uk,nonspam,935,13,4.905882353,0.201069519,0.107724,2.51
5751,www.data-archive.ac.uk,nonspam,319,0,5.498432602,0,0.107945,2.236245955
5752,www.data-wales.co.uk,nonspam,971,6,4.685890834,0.038105046,0.336688,2.287075394
5754,www.data.teachers.org.uk,nonspam,1440,4,5.213194444,0.060416667,0.17117,2.691636582
5755,www.databrowse.co.uk,nonspam,258,9,5.003875969,0.298449612,0.19623,2.68457539
5756,www.dataprotection.gov.uk,nonspam,10,2,5,0.1,0.3125,0.697674419
5758,www.daventrydc.gov.uk,nonspam,231,11,5.32034632,0,0.0581913,2.050561798
5761,www.daycaretrust.org.uk,nonspam,456,6,6.004385965,0.164473684,0.0657146,2.809146878
5764,www.dca.gov.uk,nonspam,257,7,5.677042802,0.287937743,0.124318,2.087591241
5767,www.dci.clrc.ac.uk,nonspam,152,4,4.993421053,0.440789474,0.142965,1.705992509
5768,www.dclug.org.uk,nonspam,449,8,4.74610245,0.113585746,0.295316,2.391102873
5773,www.dcs.exeter.ac.uk,nonspam,40,4,5,0.3,0.110497,1.237113402
5775,www.dcs.hull.ac.uk,nonspam,16,9,4.125,0.1875,0.0906593,1.012345679
5779,www.dcs.qmul.ac.uk,nonspam,708,13,5.394067797,0.120056497,0.27708,2.309693878
5782,www.dcs.st-and.ac.uk,nonspam,242,4,5.830578512,0.425619835,0.122133,2.103053435
5783,www.dcs.st-andrews.ac.uk,nonspam,242,4,5.830578512,0.425619835,0.122112,2.097715736
5789,www.deadalfs.co.uk,nonspam,1221,11,4.420966421,0,0.137151,2.646541383
5792,www.dealclick.co.uk,nonspam,395,7,4.95443038,1.724050633,0.0559687,2.103756708
5793,www.dealec.co.uk,nonspam,490,2,5.810204082,0.083673469,0.122168,2.570878274
5794,www.dealer.autotrader.co.uk,nonspam,89,6,4.415730337,0.04494382,0.387957,1.673611111
5800,www.debtadvisers.co.uk,nonspam,384,4,4.6640625,0.234375,0.157492,2.201417004
5801,www.ded.co.uk,nonspam,1009,0,5.159563925,0.054509415,0.155677,2.555509868
5802,www.deepingsonline.co.uk,nonspam,239,3,4.761506276,0.556485356,0.0909672,2.55
5803,www.defra.gov.uk,nonspam,366,11,4.669398907,0.131147541,0.0772918,2.175052411
5805,www.delni.gov.uk,nonspam,210,7,5.866666667,1.042857143,0.120066,1.95923913
5810,www.demos.co.uk,nonspam,554,7,4.790613718,0.21299639,0.126992,2.153020134
5812,www.denesmotors.co.uk,nonspam,207,12,4.52173913,0.014492754,0.0858794,1.780373832
5813,www.deni.gov.uk,nonspam,346,7,5.699421965,0.505780347,0.118453,2.544456641
5814,www.dentalhealth.org.uk,nonspam,362,4,5.248618785,0,0.113473,2.645614035
